#x_m        ; y_m         ; vx_mps      ; psi_rad     ; kappa_radpm
-26.9779813 ; 36.3621717  ; 7.5084077   ; 3.0932787   ; -0.0322663
-27.1776696 ; 36.3724671  ; 7.5367065   ; 3.0869107   ; -0.0314291
-27.3772982 ; 36.3840178  ; 7.5651474   ; 3.0807096   ; -0.0305932
-27.5768462 ; 36.3967891  ; 7.5937384   ; 3.0746751   ; -0.0297696
-27.7763164 ; 36.4107482  ; 7.6224703   ; 3.0688041   ; -0.0289527
-27.9757080 ; 36.4258622  ; 7.6513432   ; 3.0630961   ; -0.0281409
-28.1750008 ; 36.4420972  ; 7.6803592   ; 3.0575484   ; -0.0273495
-28.3742120 ; 36.4594227  ; 7.7094970   ; 3.0521585   ; -0.0265591
-28.5733215 ; 36.4778054  ; 7.7387656   ; 3.0469266   ; -0.0257727
-28.7723355 ; 36.4972140  ; 7.7681693   ; 3.0418515   ; -0.0249886
-28.9712559 ; 36.5176175  ; 7.7977146   ; 3.0369330   ; -0.0242057
-29.1700643 ; 36.5389823  ; 7.8274097   ; 3.0321711   ; -0.0234248
-29.3687807 ; 36.5612793  ; 7.8572611   ; 3.0275650   ; -0.0226447
-29.5673873 ; 36.5844750  ; 7.8872773   ; 3.0231149   ; -0.0218656
-29.7658924 ; 36.6085391  ; 7.9174660   ; 3.0188205   ; -0.0210872
-29.9642995 ; 36.6334407  ; 7.9478354   ; 3.0146816   ; -0.0203094
-30.1625942 ; 36.6591465  ; 7.9783937   ; 3.0106984   ; -0.0195319
-30.3607960 ; 36.6856278  ; 8.0000000   ; 3.0068704   ; -0.0187550
-30.5588910 ; 36.7128514  ; 8.0000000   ; 3.0031979   ; -0.0179780
-30.7568886 ; 36.7407872  ; 8.0000000   ; 2.9996807   ; -0.0172012
-30.9547934 ; 36.7694044  ; 8.0000000   ; 2.9963187   ; -0.0164247
-31.1525949 ; 36.7986703  ; 8.0000000   ; 2.9931122   ; -0.0156477
-31.3503115 ; 36.8285561  ; 8.0000000   ; 2.9900609   ; -0.0148711
-31.5479332 ; 36.8590289  ; 8.0000000   ; 2.9871650   ; -0.0140939
-31.7454697 ; 36.8900587  ; 8.0000000   ; 2.9844245   ; -0.0133166
-31.9429263 ; 36.9216150  ; 8.0000000   ; 2.9818394   ; -0.0125394
-32.1402968 ; 36.9536653  ; 8.0000000   ; 2.9794098   ; -0.0117616
-32.3375974 ; 36.9861806  ; 8.0000000   ; 2.9771357   ; -0.0109841
-32.5348220 ; 37.0191285  ; 8.0000000   ; 2.9750171   ; -0.0102050
-32.7319801 ; 37.0524790  ; 8.0000000   ; 2.9730545   ; -0.0094253
-32.9290774 ; 37.0862014  ; 8.0000000   ; 2.9712490   ; -0.0085855
-33.1261113 ; 37.1202602  ; 8.0000000   ; 2.9696400   ; -0.0075084
-33.3230996 ; 37.1546157  ; 8.0000000   ; 2.9682463   ; -0.0064314
-33.5200383 ; 37.1892214  ; 8.0000000   ; 2.9671167   ; -0.0046621
-33.7169472 ; 37.2240109  ; 8.0000000   ; 2.9663903   ; -0.0026034
-33.9138419 ; 37.2589035  ; 8.0000000   ; 2.9660762   ; -0.0005146
-34.1107244 ; 37.2938144  ; 8.0000000   ; 2.9661937   ; 0.0016899
-34.3076285 ; 37.3286606  ; 8.0000000   ; 2.9667520   ; 0.0038940
-34.5045521 ; 37.3633521  ; 8.0000000   ; 2.9677496   ; 0.0060778
-34.7015205 ; 37.3978048  ; 8.0000000   ; 2.9691824   ; 0.0082532
-34.8985501 ; 37.4319331  ; 8.0000000   ; 2.9710501   ; 0.0104268
-35.0956411 ; 37.4656490  ; 8.0000000   ; 2.9733518   ; 0.0125952
-35.2928256 ; 37.4988701  ; 8.0000000   ; 2.9760871   ; 0.0147632
-35.4901005 ; 37.5315077  ; 8.0000000   ; 2.9792558   ; 0.0169293
-35.6874870 ; 37.5634777  ; 8.0000000   ; 2.9828574   ; 0.0190946
-35.8849983 ; 37.5946945  ; 8.0000000   ; 2.9868921   ; 0.0212591
-36.0826323 ; 37.6250701  ; 8.0000000   ; 2.9913592   ; 0.0234220
-36.2804143 ; 37.6545210  ; 8.0000000   ; 2.9962590   ; 0.0255852
-36.4783388 ; 37.6829588  ; 8.0000000   ; 3.0015910   ; 0.0277464
-36.6764197 ; 37.7102984  ; 8.0000000   ; 3.0073553   ; 0.0299078
-36.8746638 ; 37.7364532  ; 8.0000000   ; 3.0135519   ; 0.0320691
-37.0730656 ; 37.7613356  ; 8.0000000   ; 3.0201802   ; 0.0342294
-37.2716383 ; 37.7848600  ; 8.0000000   ; 3.0272410   ; 0.0363915
-37.4703736 ; 37.8069385  ; 8.0000000   ; 3.0347338   ; 0.0385520
-37.6692739 ; 37.8274844  ; 8.0000000   ; 3.0426588   ; 0.0407145
-37.8683368 ; 37.8464105  ; 8.0000000   ; 3.0510164   ; 0.0428782
-38.0675517 ; 37.8636290  ; 8.0000000   ; 3.0598065   ; 0.0450419
-38.2669154 ; 37.8790526  ; 8.0000000   ; 3.0690298   ; 0.0472099
-38.4664155 ; 37.8925936  ; 8.0000000   ; 3.0786866   ; 0.0493770
-38.6660391 ; 37.9041641  ; 8.0000000   ; 3.0887770   ; 0.0515488
-38.8657712 ; 37.9136764  ; 8.0000000   ; 3.0993022   ; 0.0537241
-39.0655956 ; 37.9210426  ; 8.0000000   ; 3.1102624   ; 0.0559008
-39.2654864 ; 37.9261746  ; 8.0000000   ; 3.1216586   ; 0.0580861
-39.4654275 ; 37.9289847  ; 8.0000000   ; 3.1334923   ; 0.0602731
-39.6653856 ; 37.9293848  ; 8.0000000   ; 3.1457639   ; 0.0624697
-39.8653302 ; 37.9272873  ; 8.0000000   ; 3.1584756   ; 0.0646741
-40.0652387 ; 37.9226040  ; 8.0000000   ; 3.1716288   ; 0.0668843
-40.2650564 ; 37.9152480  ; 8.0000000   ; 3.1852248   ; 0.0691090
-40.4647633 ; 37.9051309  ; 8.0000000   ; 3.1992671   ; 0.0713393
-40.6643009 ; 37.8921664  ; 8.0000000   ; 3.2137564   ; 0.0735857
-40.8636199 ; 37.8762678  ; 8.0000000   ; 3.2286961   ; 0.0758459
-41.0626898 ; 37.8573468  ; 8.0000000   ; 3.2440897   ; 0.0781178
-41.2614217 ; 37.8353206  ; 8.0000000   ; 3.2599385   ; 0.0804126
-41.4597901 ; 37.8100998  ; 8.0000000   ; 3.2762488   ; 0.0827188
-41.6577070 ; 37.7816024  ; 8.0000000   ; 3.2930219   ; 0.0850506
-41.8551009 ; 37.7497450  ; 8.0000000   ; 3.3102630   ; 0.0874042
-42.0519304 ; 37.7144384  ; 8.0000000   ; 3.3279784   ; 0.0897785
-42.2480679 ; 37.6756095  ; 8.0000000   ; 3.3461695   ; 0.0921866
-42.4434793 ; 37.6331667  ; 8.0000000   ; 3.3648466   ; 0.0946159
-42.6380428 ; 37.5870368  ; 8.0000000   ; 3.3840121   ; 0.0970834
-42.8316613 ; 37.5371422  ; 8.0000000   ; 3.4036733   ; 0.0995835
-43.0242770 ; 37.4833940  ; 8.0000000   ; 3.4238403   ; 0.1021183
-43.2157216 ; 37.4257340  ; 8.0000000   ; 3.4445156   ; 0.1047012
-43.4059459 ; 37.3640695  ; 8.0000000   ; 3.4657141   ; 0.1073186
-43.5947907 ; 37.2983413  ; 8.0000000   ; 3.4874399   ; 0.1099920
-43.7821295 ; 37.2284815  ; 8.0000000   ; 3.5097038   ; 0.1127139
-43.9678793 ; 37.1544041  ; 8.0000000   ; 3.5325207   ; 0.1154899
-44.1518308 ; 37.0760733  ; 8.0000000   ; 3.5558948   ; 0.1183323
-44.3339100 ; 36.9933973  ; 8.0000000   ; 3.5798472   ; 0.1212327
-44.5139172 ; 36.9063386  ; 8.0000000   ; 3.6043856   ; 0.1242143
-44.6916922 ; 36.8148437  ; 7.9793163   ; 3.6295255   ; 0.1272667
-44.8671139 ; 36.7188367  ; 7.9410430   ; 3.6552890   ; 0.1304102
-45.0399348 ; 36.6183102  ; 7.9029532   ; 3.6816848   ; 0.1336444
-45.2100394 ; 36.5131819  ; 7.8650461   ; 3.7087420   ; 0.1369845
-45.3771866 ; 36.4034430  ; 7.8273208   ; 3.7364774   ; 0.1404441
-45.5411746 ; 36.2890621  ; 7.7897765   ; 3.7649130   ; 0.1440270
-45.7018264 ; 36.1699867  ; 7.7524123   ; 3.7940914   ; 0.1478141
-45.8588590 ; 36.0462388  ; 7.7152273   ; 3.8240345   ; 0.1517256
-46.0120911 ; 35.9177619  ; 7.6782207   ; 3.8547876   ; 0.1559064
-46.1612314 ; 35.7845815  ; 7.6413915   ; 3.8863990   ; 0.1603007
-46.3060201 ; 35.6466958  ; 7.6047390   ; 3.9189015   ; 0.1648127
-46.4462054 ; 35.5040945  ; 7.5682624   ; 3.9523222   ; 0.1694699
-46.5814520 ; 35.3568538  ; 7.5319607   ; 3.9866885   ; 0.1743287
-46.7115045 ; 35.2049801  ; 7.4958331   ; 4.0218714   ; 0.1771872
-46.8360927 ; 35.0485982  ; 7.4598788   ; 4.0575491   ; 0.1796952
-46.9549769 ; 34.8878515  ; 7.4372437   ; 4.0936780   ; 0.1804197
-47.0679939 ; 34.7229313  ; 7.4015704   ; 4.1294344   ; 0.1772826
-47.1751189 ; 34.5540699  ; 7.3660682   ; 4.1645910   ; 0.1743464
-47.2762711 ; 34.3816272  ; 7.3307364   ; 4.1990469   ; 0.1701169
-47.3715167 ; 34.2058129  ; 7.2955740   ; 4.2326278   ; 0.1657861
-47.4608852 ; 34.0269310  ; 7.2605802   ; 4.2653647   ; 0.1616334
-47.5444125 ; 33.8452852  ; 7.2257543   ; 4.2972713   ; 0.1575548
-47.6221964 ; 33.6610496  ; 7.1910955   ; 4.3283861   ; 0.1536380
-47.6942629 ; 33.4745656  ; 7.1566029   ; 4.3587263   ; 0.1498871
-47.7607199 ; 33.2859740  ; 7.1222757   ; 4.3883343   ; 0.1462672
-47.8216342 ; 33.0955145  ; 7.0881132   ; 4.4172335   ; 0.1427803
-47.8770787 ; 32.9034209  ; 7.0541146   ; 4.4454391   ; 0.1393760
-47.9271601 ; 32.7098111  ; 7.0202790   ; 4.4729820   ; 0.1360901
-47.9719428 ; 32.5149619  ; 6.9866057   ; 4.4998703   ; 0.1328914
-48.0115386 ; 32.3189618  ; 6.9530940   ; 4.5261313   ; 0.1297808
-48.0460352 ; 32.1219974  ; 6.9197430   ; 4.5517808   ; 0.1267650
-48.0755251 ; 31.9242445  ; 6.8865519   ; 4.5768303   ; 0.1238119
-48.1001152 ; 31.7257824  ; 6.8535201   ; 4.6013024   ; 0.1209431
-48.1198941 ; 31.5268297  ; 6.8206467   ; 4.6252025   ; 0.1181406
-48.1349701 ; 31.3274385  ; 6.7879310   ; 4.6485514   ; 0.1154010
-48.1454411 ; 31.1277511  ; 6.7553722   ; 4.6713599   ; 0.1127326
-48.1514078 ; 30.9278970  ; 6.7229695   ; 4.6936380   ; 0.1101158
-48.1529728 ; 30.7279259  ; 6.6907223   ; 4.7154023   ; 0.1075589
-48.1502373 ; 30.5280074  ; 6.6583189   ; 4.7366571   ; 0.1050584
-48.1433021 ; 30.3281672  ; 6.6264728   ; 4.7574187   ; 0.1026037
-48.1322682 ; 30.1285104  ; 6.5998794   ; 4.7776950   ; 0.1002043
-48.1172375 ; 29.9291302  ; 6.5781168   ; 4.7974946   ; 0.0978487
-48.0983059 ; 29.7300536  ; 6.5608088   ; 4.8168301   ; 0.0955356
-48.0755785 ; 29.5314086  ; 6.5476088   ; 4.8357052   ; 0.0932739
-48.0491479 ; 29.3332025  ; 6.5381837   ; 4.8541332   ; 0.0910462
-48.0191130 ; 29.1355097  ; 6.5322487   ; 4.8721199   ; 0.0888628
-47.9855723 ; 28.9383943  ; 6.5295268   ; 4.8896732   ; 0.0867180
-47.9486144 ; 28.7418672  ; 6.5297693   ; 4.9068026   ; 0.0846036
-47.9083424 ; 28.5460198  ; 6.5327575   ; 4.9235116   ; 0.0825353
-47.8648405 ; 28.3508488  ; 6.5382688   ; 4.9398109   ; 0.0804924
-47.8182026 ; 28.1564022  ; 6.5461245   ; 4.9557048   ; 0.0784851
-47.7685213 ; 27.9627209  ; 6.5561468   ; 4.9712005   ; 0.0765111
-47.7158785 ; 27.7698067  ; 6.5681743   ; 4.9863048   ; 0.0745590
-47.6603701 ; 27.5777154  ; 6.5820730   ; 5.0010206   ; 0.0726368
-47.6020751 ; 27.3864419  ; 6.5977092   ; 5.0153544   ; 0.0707325
-47.5410801 ; 27.1960109  ; 6.6149750   ; 5.0293094   ; 0.0688443
-47.4774713 ; 27.0064428  ; 6.6337737   ; 5.0428872   ; 0.0669658
-47.4113275 ; 26.8177367  ; 6.6540251   ; 5.0560914   ; 0.0651027
-47.3427347 ; 26.6299131  ; 6.6756483   ; 5.0689232   ; 0.0632428
-47.2717715 ; 26.4429701  ; 6.6985853   ; 5.0813841   ; 0.0613930
-47.1985183 ; 26.2569111  ; 6.7227743   ; 5.0934763   ; 0.0595519
-47.1230551 ; 26.0717385  ; 6.7481609   ; 5.1052004   ; 0.0577135
-47.0454608 ; 25.8874510  ; 6.7747039   ; 5.1165576   ; 0.0558850
-46.9658099 ; 25.7040372  ; 6.8023562   ; 5.1275497   ; 0.0540560
-46.8841829 ; 25.5214991  ; 6.8310897   ; 5.1381763   ; 0.0522326
-46.8006536 ; 25.3398229  ; 6.8608710   ; 5.1484389   ; 0.0504138
-46.7152955 ; 25.1589945  ; 6.8916719   ; 5.1583378   ; 0.0485946
-46.6281889 ; 24.9790134  ; 6.9234741   ; 5.1678730   ; 0.0467812
-46.5393961 ; 24.7998418  ; 6.9562538   ; 5.1770461   ; 0.0449636
-46.4490002 ; 24.6214844  ; 6.9900036   ; 5.1858553   ; 0.0431481
-46.3570689 ; 24.4439135  ; 7.0247097   ; 5.1943019   ; 0.0413363
-46.2636695 ; 24.2671019  ; 7.0603589   ; 5.2023867   ; 0.0395258
-46.1688830 ; 24.0910478  ; 7.0969430   ; 5.2101091   ; 0.0377178
-46.0727620 ; 23.9156961  ; 7.1344546   ; 5.2174685   ; 0.0358846
-45.9753911 ; 23.7410491  ; 7.1729276   ; 5.2244603   ; 0.0340486
-45.8768349 ; 23.5670719  ; 7.2123648   ; 5.2310869   ; 0.0322640
-45.7771541 ; 23.3937271  ; 7.2526928   ; 5.2373680   ; 0.0305585
-45.6764207 ; 23.2210027  ; 7.2938021   ; 5.2433075   ; 0.0288502
-45.5746808 ; 23.0488637  ; 7.3357062   ; 5.2490904   ; 0.0292418
-45.4719355 ; 22.8773216  ; 7.3753521   ; 5.2550051   ; 0.0299177
-45.3681652 ; 22.7063970  ; 7.4124195   ; 5.2610752   ; 0.0311260
-45.2633314 ; 22.5361232  ; 7.4462268   ; 5.2675070   ; 0.0332056
-45.1573681 ; 22.3665472  ; 7.4756031   ; 5.2743549   ; 0.0352879
-45.0502113 ; 22.1977235  ; 7.5007014   ; 5.2816178   ; 0.0373528
-44.9417972 ; 22.0297060  ; 7.5217012   ; 5.2892932   ; 0.0394183
-44.8320620 ; 21.8625481  ; 7.5387506   ; 5.2973822   ; 0.0414903
-44.7209432 ; 21.6963054  ; 7.5519866   ; 5.3058867   ; 0.0435728
-44.6083824 ; 21.5310404  ; 7.5615378   ; 5.3148079   ; 0.0456589
-44.4943143 ; 21.3668053  ; 7.5675415   ; 5.3241458   ; 0.0477369
-44.3786859 ; 21.2036697  ; 7.5701510   ; 5.3338993   ; 0.0498194
-44.2614380 ; 21.0416939  ; 7.5694982   ; 5.3440696   ; 0.0519024
-44.1425135 ; 20.8809411  ; 7.5657196   ; 5.3546563   ; 0.0539862
-44.0218654 ; 20.7214877  ; 7.5589496   ; 5.3656601   ; 0.0560773
-43.8994304 ; 20.5633886  ; 7.5493109   ; 5.3770823   ; 0.0581660
-43.7751693 ; 20.4067300  ; 7.5369400   ; 5.3889227   ; 0.0602640
-43.6490294 ; 20.2515800  ; 7.5219540   ; 5.4011832   ; 0.0623648
-43.5209608 ; 20.0980105  ; 7.5044787   ; 5.4138641   ; 0.0644692
-43.3909318 ; 19.9461148  ; 7.4846372   ; 5.4269662   ; 0.0665859
-43.2588804 ; 19.7959506  ; 7.4625380   ; 5.4404927   ; 0.0687017
-43.1247863 ; 19.6476232  ; 7.4383090   ; 5.4544429   ; 0.0708326
-42.9886048 ; 19.5012098  ; 7.4120516   ; 5.4688204   ; 0.0729710
-42.8502952 ; 19.3567925  ; 7.3838784   ; 5.4836265   ; 0.0751182
-42.7098458 ; 19.2144830  ; 7.3507667   ; 5.4988624   ; 0.0772845
-42.5671960 ; 19.0743429  ; 7.3129503   ; 5.5145337   ; 0.0794524
-42.4223495 ; 18.9364981  ; 7.2768288   ; 5.5306394   ; 0.0816435
-42.2752720 ; 18.8010363  ; 7.2419250   ; 5.5471851   ; 0.0838472
-42.1259348 ; 18.6680511  ; 7.2071885   ; 5.5641732   ; 0.0860656
-41.9743515 ; 18.5376730  ; 7.1726187   ; 5.5816056   ; 0.0883122
-41.8204632 ; 18.4099700  ; 7.1382148   ; 5.5994905   ; 0.0905612
-41.6643046 ; 18.2850881  ; 7.1039758   ; 5.6178263   ; 0.0928434
-41.5058546 ; 18.1631267  ; 7.0699011   ; 5.6366213   ; 0.0951494
-41.3451005 ; 18.0441929  ; 7.0359898   ; 5.6558812   ; 0.0974852
-41.1820854 ; 17.9284341  ; 7.0022412   ; 5.6756091   ; 0.0998601
-41.0167571 ; 17.8159300  ; 6.9686544   ; 5.6958199   ; 0.1022775
-40.8491844 ; 17.7068449  ; 6.9352288   ; 5.7165166   ; 0.1047447
-40.6793633 ; 17.6012929  ; 6.9019634   ; 5.7377112   ; 0.1072601
-40.5073034 ; 17.4993991  ; 6.8688577   ; 5.7594172   ; 0.1098405
-40.3330780 ; 17.4013260  ; 6.8359107   ; 5.7816408   ; 0.1124739
-40.1566520 ; 17.3071753  ; 6.8031218   ; 5.8044039   ; 0.1151939
-39.9781287 ; 17.2171257  ; 6.7704901   ; 5.8277152   ; 0.1179840
-39.7975297 ; 17.1313121  ; 6.7380150   ; 5.8515912   ; 0.1208530
-39.6148958 ; 17.0498816  ; 6.7056956   ; 5.8760546   ; 0.1238309
-39.4303326 ; 16.9730107  ; 6.6735312   ; 5.9011168   ; 0.1268810
-39.2438392 ; 16.9008321  ; 6.6415212   ; 5.9268088   ; 0.1300881
-39.0555563 ; 16.8335378  ; 6.6096646   ; 5.9531496   ; 0.1333968
-38.8655435 ; 16.7712886  ; 6.5779609   ; 5.9801622   ; 0.1368252
-38.6738871 ; 16.7142578  ; 6.5464092   ; 6.0078800   ; 0.1404158
-38.4807332 ; 16.6626377  ; 6.5150089   ; 6.0363223   ; 0.1441082
-38.2861312 ; 16.6165956  ; 6.4837592   ; 6.0655315   ; 0.1480455
-38.0902798 ; 16.5763402  ; 6.4526594   ; 6.0955413   ; 0.1521469
-37.8932872 ; 16.5420597  ; 6.4217088   ; 6.1263764   ; 0.1561789
-37.6953095 ; 16.5139459  ; 6.3909066   ; 6.1580025   ; 0.1601567
-37.4965768 ; 16.4921906  ; 6.3602521   ; 6.1904343   ; 0.1643022
-37.2971964 ; 16.4769476  ; 6.3297447   ; 6.2233423   ; 0.1647537
-37.0974409 ; 16.4682815  ; 6.2993836   ; 6.2563312   ; 0.1652345
-36.8975170 ; 16.4662154  ; 6.2691682   ; 0.0061321   ; 0.1635991
-36.6976230 ; 16.4706856  ; 6.2390977   ; 0.0384582   ; 0.1597619
-36.4979503 ; 16.4815402  ; 6.2091714   ; 0.0700361   ; 0.1560801
-36.2987509 ; 16.4986079  ; 6.1793887   ; 0.1007429   ; 0.1511028
-36.1001273 ; 16.5216893  ; 6.1497488   ; 0.1304713   ; 0.1462543
-35.9022729 ; 16.5505680  ; 6.1202511   ; 0.1592435   ; 0.1415406
-35.7053210 ; 16.5850332  ; 6.0908949   ; 0.1870797   ; 0.1369043
-35.5093556 ; 16.6248832  ; 6.0613965   ; 0.2140034   ; 0.1323790
-35.3145604 ; 16.6698957  ; 6.0355414   ; 0.2400295   ; 0.1279789
-35.1209457 ; 16.7198868  ; 6.0169631   ; 0.2651878   ; 0.1236575
-34.9286386 ; 16.7746466  ; 6.0049843   ; 0.2894903   ; 0.1194358
-34.7376988 ; 16.8339816  ; 5.9989680   ; 0.3129549   ; 0.1152782
-34.5481459 ; 16.8977128  ; 5.9983818   ; 0.3355987   ; 0.1111916
-34.3601051 ; 16.9656252  ; 6.0027382   ; 0.3574283   ; 0.1071848
-34.1735267 ; 17.0375659  ; 6.0115874   ; 0.3784654   ; 0.1032260
-33.9884868 ; 17.1133368  ; 6.0245633   ; 0.3987158   ; 0.0993348
-33.8049918 ; 17.1927664  ; 6.0413137   ; 0.4181928   ; 0.0954880
-33.6230171 ; 17.2756988  ; 6.0615508   ; 0.4369077   ; 0.0916856
-33.4426390 ; 17.3619317  ; 6.0850169   ; 0.4548632   ; 0.0879328
-33.2637708 ; 17.4513397  ; 6.1114758   ; 0.4720743   ; 0.0842089
-33.0864470 ; 17.5437399  ; 6.1407418   ; 0.4885436   ; 0.0805271
-32.9106363 ; 17.6389819  ; 6.1726342   ; 0.5042794   ; 0.0768724
-32.7362854 ; 17.7369294  ; 6.2070110   ; 0.5192892   ; 0.0732444
-32.5634256 ; 17.8373978  ; 6.2437479   ; 0.5335735   ; 0.0696453
-32.3919537 ; 17.9402805  ; 6.2827335   ; 0.5471420   ; 0.0660631
-32.2218667 ; 18.0454126  ; 6.3238851   ; 0.5599951   ; 0.0624957
-32.0531085 ; 18.1526609  ; 6.3671353   ; 0.5721354   ; 0.0589367
-31.8856079 ; 18.2619024  ; 6.4124358   ; 0.5835667   ; 0.0553913
-31.7193540 ; 18.3729746  ; 6.4597413   ; 0.5942873   ; 0.0518457
-31.5542417 ; 18.4857773  ; 6.5090338   ; 0.6043009   ; 0.0483090
-31.3902334 ; 18.6001651  ; 6.5602911   ; 0.6136077   ; 0.0447775
-31.2272574 ; 18.7160156  ; 6.6135040   ; 0.6222084   ; 0.0412484
-31.0652320 ; 18.8332140  ; 6.6686742   ; 0.6301045   ; 0.0377257
-30.9041094 ; 18.9516210  ; 6.7258045   ; 0.6372956   ; 0.0342025
-30.7437915 ; 19.0711338  ; 6.7849135   ; 0.6437829   ; 0.0306831
-30.5842119 ; 19.1916264  ; 6.8460200   ; 0.6495666   ; 0.0271652
-30.4252904 ; 19.3129831  ; 6.9091517   ; 0.6546468   ; 0.0236478
-30.2669419 ; 19.4350920  ; 6.9743434   ; 0.6590240   ; 0.0201323
-30.1090877 ; 19.5578361  ; 7.0416333   ; 0.6626980   ; 0.0166157
-29.9516433 ; 19.6811033  ; 7.1110692   ; 0.6656690   ; 0.0130999
-29.7945198 ; 19.8047844  ; 7.1827015   ; 0.6679369   ; 0.0095835
-29.6376346 ; 19.9287655  ; 7.2565877   ; 0.6695016   ; 0.0060663
-29.4809043 ; 20.0529335  ; 7.3327912   ; 0.6703629   ; 0.0025485
-29.3242279 ; 20.1771887  ; 7.4113802   ; 0.6705206   ; -0.0009712
-29.1675367 ; 20.3014060  ; 7.4895823   ; 0.6699745   ; -0.0044919
-29.0107279 ; 20.4254875  ; 7.5599470   ; 0.6687241   ; -0.0080150
-28.8537213 ; 20.5493167  ; 7.6226653   ; 0.6667689   ; -0.0115403
-28.6964391 ; 20.6727757  ; 7.6779256   ; 0.6641089   ; -0.0150676
-28.5387679 ; 20.7957740  ; 7.7259159   ; 0.6607428   ; -0.0185989
-28.3806561 ; 20.9181729  ; 7.7668218   ; 0.6566706   ; -0.0221328
-28.2219954 ; 21.0398776  ; 7.8008330   ; 0.6518911   ; -0.0256721
-28.0627128 ; 21.1607656  ; 7.8281373   ; 0.6464034   ; -0.0292166
-27.9027394 ; 21.2807114  ; 7.8489263   ; 0.6402070   ; -0.0327637
-27.7419615 ; 21.3996230  ; 7.8633993   ; 0.6333001   ; -0.0363159
-27.5803433 ; 21.5173500  ; 7.8717559   ; 0.6256831   ; -0.0398730
-27.4177809 ; 21.6337925  ; 7.8742005   ; 0.6173528   ; -0.0434542
-27.2542140 ; 21.7488171  ; 7.8709119   ; 0.6083036   ; -0.0470550
-27.0895876 ; 21.8622870  ; 7.8620812   ; 0.5985352   ; -0.0506259
-26.9238009 ; 21.9740997  ; 7.8479829   ; 0.5880802   ; -0.0539415
-26.7568323 ; 22.0841082  ; 7.8292484   ; 0.5769629   ; -0.0572570
-26.5886171 ; 22.1922034  ; 7.8060918   ; 0.5653168   ; -0.0584321
-26.4191471 ; 22.2983294  ; 7.7820813   ; 0.5536429   ; -0.0583310
-26.2484495 ; 22.4024724  ; 7.7592604   ; 0.5419903   ; -0.0581317
-26.0765579 ; 22.5046251  ; 7.7377334   ; 0.5304528   ; -0.0572695
-25.9035028 ; 22.6048056  ; 7.7184741   ; 0.5190866   ; -0.0564165
-25.7293313 ; 22.7030258  ; 7.7013658   ; 0.5078859   ; -0.0556393
-25.5540777 ; 22.7993021  ; 7.6861943   ; 0.4968338   ; -0.0549058
-25.3777748 ; 22.8936501  ; 7.6728056   ; 0.4859276   ; -0.0541792
-25.2004658 ; 22.9860797  ; 7.6611092   ; 0.4751657   ; -0.0534646
-25.0221729 ; 23.0766114  ; 7.6510113   ; 0.4645458   ; -0.0527558
-24.8429389 ; 23.1652552  ; 7.6424319   ; 0.4540666   ; -0.0520629
-24.6627909 ; 23.2520289  ; 7.6352796   ; 0.4437245   ; -0.0513802
-24.4817566 ; 23.3369491  ; 7.6294758   ; 0.4335181   ; -0.0507039
-24.2998786 ; 23.4200259  ; 7.6249516   ; 0.4234463   ; -0.0500377
-24.1171709 ; 23.5012821  ; 7.6216360   ; 0.4135069   ; -0.0493763
-23.9336748 ; 23.5807283  ; 7.6194693   ; 0.4036995   ; -0.0487194
-23.7494122 ; 23.6583837  ; 7.6183951   ; 0.3940230   ; -0.0480667
-23.5644071 ; 23.7342664  ; 7.6183605   ; 0.3844763   ; -0.0474187
-23.3786996 ; 23.8083880  ; 7.6193145   ; 0.3750592   ; -0.0467742
-23.1922987 ; 23.8807727  ; 7.6212103   ; 0.3657702   ; -0.0461337
-23.0052436 ; 23.9514327  ; 7.6240029   ; 0.3566092   ; -0.0454965
-22.8175518 ; 24.0203887  ; 7.6276502   ; 0.3475752   ; -0.0448627
-22.6292441 ; 24.0876599  ; 7.6321128   ; 0.3386674   ; -0.0442327
-22.4403579 ; 24.1532598  ; 7.6373521   ; 0.3298857   ; -0.0436050
-22.2508983 ; 24.2172131  ; 7.6433341   ; 0.3212288   ; -0.0429806
-22.0609020 ; 24.2795339  ; 7.6500246   ; 0.3126967   ; -0.0423590
-21.8703829 ; 24.3402437  ; 7.6573926   ; 0.3042886   ; -0.0417400
-21.6793591 ; 24.3993628  ; 7.6654086   ; 0.2960037   ; -0.0411240
-21.4878644 ; 24.4569064  ; 7.6740439   ; 0.2878423   ; -0.0405098
-21.2959015 ; 24.5128994  ; 7.6832735   ; 0.2798030   ; -0.0398984
-21.1035038 ; 24.5673575  ; 7.6930720   ; 0.2718860   ; -0.0392890
-20.9106825 ; 24.6203029  ; 7.7034164   ; 0.2640905   ; -0.0386817
-20.7174531 ; 24.6717564  ; 7.7142852   ; 0.2564161   ; -0.0380768
-20.5238457 ; 24.7217351  ; 7.7256572   ; 0.2488629   ; -0.0374732
-20.3298614 ; 24.7702637  ; 7.7375141   ; 0.2414298   ; -0.0368720
-20.1355301 ; 24.8173594  ; 7.7498371   ; 0.2341169   ; -0.0362722
-19.9408607 ; 24.8630448  ; 7.7626096   ; 0.2269238   ; -0.0356741
-19.7458664 ; 24.9073412  ; 7.7758160   ; 0.2198499   ; -0.0350779
-19.5505736 ; 24.9502672  ; 7.7894405   ; 0.2128955   ; -0.0344827
