#x_m        ; y_m         ; vx_mps      ; psi_rad
-22.2717913 ; 49.0108676  ; 8.0000000   ; 6.2477639
-22.0719596 ; 49.0037565  ; 8.0000000   ; 6.2474534
-21.8721287 ; 48.9965758  ; 8.0000000   ; 6.2470671
-21.6723019 ; 48.9893103  ; 8.0000000   ; 6.2466050
-21.4724785 ; 48.9819449  ; 8.0000000   ; 6.2460671
-21.2726586 ; 48.9744644  ; 8.0000000   ; 6.2454534
-21.0728452 ; 48.9668539  ; 8.0000000   ; 6.2447655
-20.8730359 ; 48.9590985  ; 8.0000000   ; 6.2440043
-20.6732336 ; 48.9511838  ; 8.0000000   ; 6.2431687
-20.4734382 ; 48.9430942  ; 8.0000000   ; 6.2422544
-20.2736497 ; 48.9348140  ; 8.0000000   ; 6.2412599
-20.0738705 ; 48.9263225  ; 7.9240363   ; 6.2401235
-19.8741024 ; 48.9175864  ; 7.7931243   ; 6.2388100
-19.6743491 ; 48.9085648  ; 7.6634002   ; 6.2371969
-19.4746131 ; 48.8991525  ; 7.5361212   ; 6.2348708
-19.2749010 ; 48.8892008  ; 7.4119627   ; 6.2317884
-19.0752364 ; 48.8785212  ; 7.2955664   ; 6.2274539
-18.8756147 ; 48.8668227  ; 7.1867123   ; 6.2215883
-18.6760814 ; 48.8538029  ; 7.0843684   ; 6.2142324
-18.4766573 ; 48.8391792  ; 6.9879681   ; 6.2055156
-18.2773717 ; 48.8226824  ; 6.8973076   ; 6.1954475
-18.0782710 ; 48.8040493  ; 6.8118010   ; 6.1840830
-17.8794273 ; 48.7830308  ; 6.7314256   ; 6.1714499
-17.6808493 ; 48.7593716  ; 6.6561630   ; 6.1575400
-17.4826529 ; 48.7328283  ; 6.5860651   ; 6.1423524
-17.2849354 ; 48.7031561  ; 6.5212241   ; 6.1258786
-17.0876748 ; 48.6700888  ; 6.4618045   ; 6.1080972
-16.8911504 ; 48.6334084  ; 6.4080063   ; 6.0890082
-16.6953155 ; 48.5928376  ; 6.3600979   ; 6.0685806
-16.5004062 ; 48.5481497  ; 6.3184221   ; 6.0468029
-16.3066161 ; 48.4991129  ; 6.2833510   ; 6.0236614
-16.1139202 ; 48.4454334  ; 6.2532125   ; 5.9991068
-15.9227738 ; 48.3869451  ; 6.2232185   ; 5.9731433
-15.7331649 ; 48.3233452  ; 6.1933684   ; 5.9457149
-15.5454531 ; 48.2544413  ; 6.1636615   ; 5.9167985
-15.3599348 ; 48.1800260  ; 6.1340970   ; 5.8863723
-15.1767179 ; 48.0998081  ; 6.1046744   ; 5.8543554
-14.9963318 ; 48.0136702  ; 6.0753929   ; 5.8207390
-14.8189650 ; 47.9213433  ; 6.0462518   ; 5.7854574
-14.6450622 ; 47.8226751  ; 6.0172505   ; 5.7484489
-14.4750506 ; 47.7175084  ; 5.9883884   ; 5.7096775
-14.3093249 ; 47.6056645  ; 5.9596646   ; 5.6690506
-14.1483817 ; 47.4870199  ; 5.9310787   ; 5.6265027
-13.9928154 ; 47.3615370  ; 5.9026298   ; 5.5819966
-13.8430765 ; 47.2290570  ; 5.8743174   ; 5.5353799
-13.6998175 ; 47.0895855  ; 5.8461409   ; 5.4866259
-13.5637940 ; 46.9432671  ; 5.8180994   ; 5.4356731
-13.4353710 ; 46.7898050  ; 5.7901925   ; 5.3823262
-13.3157367 ; 46.6299068  ; 5.7624194   ; 5.3267161
-13.2052588 ; 46.4632512  ; 5.7347796   ; 5.2684064
-13.1048514 ; 46.2901874  ; 5.7072723   ; 5.2074753
-13.0153459 ; 46.1116016  ; 5.6798969   ; 5.1466270
-12.9366628 ; 45.9275542  ; 5.6526529   ; 5.0862074
-12.8692659 ; 45.7393942  ; 5.6255395   ; 5.0268694
-12.8128849 ; 45.5475589  ; 5.5985562   ; 4.9700282
-12.7672434 ; 45.3527954  ; 5.5717024   ; 4.9154954
-12.7320938 ; 45.1560206  ; 5.5449773   ; 4.8631613
-12.7070726 ; 44.9575987  ; 5.5183804   ; 4.8128142
-12.6918848 ; 44.7582207  ; 5.4919111   ; 4.7643236
-12.6862007 ; 44.5583544  ; 5.4655688   ; 4.7176032
-12.6896910 ; 44.3584273  ; 5.4393528   ; 4.6725264
-12.7020319 ; 44.1588365  ; 5.4132625   ; 4.6290011
-12.7228907 ; 43.9600010  ; 5.3872974   ; 4.5869713
-12.7519551 ; 43.7621456  ; 5.3614569   ; 4.5463266
-12.7888977 ; 43.5656312  ; 5.3357402   ; 4.5070290
-12.8333934 ; 43.3707435  ; 5.3098991   ; 4.4690222
-12.8851739 ; 43.1775479  ; 5.2869073   ; 4.4322266
-12.9438783 ; 42.9864526  ; 5.2726778   ; 4.3966493
-13.0092556 ; 42.7974676  ; 5.2660605   ; 4.3622128
-13.0809928 ; 42.6108118  ; 5.2660672   ; 4.3289016
-13.1587707 ; 42.4266851  ; 5.2719180   ; 4.2966971
-13.2424042 ; 42.2449790  ; 5.2828701   ; 4.2655391
-13.3315087 ; 42.0660237  ; 5.2984217   ; 4.2354565
-13.4258896 ; 41.8897349  ; 5.3180561   ; 4.2063985
-13.5252674 ; 41.7162061  ; 5.3413291   ; 4.1783595
-13.6293371 ; 41.5455550  ; 5.3679186   ; 4.1513390
-13.7379731 ; 41.3776081  ; 5.3975016   ; 4.1252932
-13.8508085 ; 41.2125710  ; 5.4298574   ; 4.1002468
-13.9676822 ; 41.0503290  ; 5.4647789   ; 4.0761507
-14.0883702 ; 40.8908885  ; 5.5016728   ; 4.0529016
-14.2126265 ; 40.7342948  ; 5.5401309   ; 4.0304899
-14.3403716 ; 40.5804155  ; 5.5799240   ; 4.0086094
-14.4713915 ; 40.4293905  ; 5.6183366   ; 3.9870441
-14.6056255 ; 40.2811943  ; 5.6554998   ; 3.9657760
-14.7429680 ; 40.1358602  ; 5.6914279   ; 3.9447761
-14.8832904 ; 39.9934469  ; 5.7261425   ; 3.9240390
-15.0265507 ; 39.8539206  ; 5.7597507   ; 3.9035892
-15.1725892 ; 39.7173506  ; 5.7927353   ; 3.8834615
-15.3213336 ; 39.5837175  ; 5.8251399   ; 3.8636451
-15.4726800 ; 39.4530314  ; 5.8570219   ; 3.8441393
-15.6265080 ; 39.3253140  ; 5.8884393   ; 3.8249411
-15.7827700 ; 39.2005269  ; 5.9194194   ; 3.8060375
-15.9413249 ; 39.0787078  ; 5.9499857   ; 3.7874283
-16.1021088 ; 38.9598323  ; 5.9801648   ; 3.7691043
-16.2650306 ; 38.8438975  ; 6.0099812   ; 3.7510614
-16.4299854 ; 38.7309094  ; 6.0394635   ; 3.7332966
-16.5969318 ; 38.6208301  ; 6.0686300   ; 3.7158000
-16.7657466 ; 38.5136770  ; 6.0975000   ; 3.6985716
-16.9363746 ; 38.4094220  ; 6.1260923   ; 3.6816039
-17.1087366 ; 38.3080535  ; 6.1544190   ; 3.6648924
-17.2827416 ; 38.2095654  ; 6.1824968   ; 3.6484344
-17.4583542 ; 38.1139205  ; 6.2103393   ; 3.6322224
-17.6354672 ; 38.0211214  ; 6.2379648   ; 3.6162566
-17.8140339 ; 37.9311375  ; 6.2653877   ; 3.6005310
-17.9939853 ; 37.8439503  ; 6.2926155   ; 3.5850416
-18.1752432 ; 37.7595454  ; 6.3196599   ; 3.5697862
-18.3577774 ; 37.6778858  ; 6.3465324   ; 3.5547599
-18.5414954 ; 37.5989628  ; 6.3732582   ; 3.5399635
-18.7263574 ; 37.5227438  ; 6.3998485   ; 3.5253922
-18.9123037 ; 37.4492051  ; 6.4263095   ; 3.5110429
-19.0992677 ; 37.3783255  ; 6.4526509   ; 3.4969140
-19.2872235 ; 37.3100682  ; 6.4788815   ; 3.4830006
-19.4760920 ; 37.2444163  ; 6.5050118   ; 3.4693026
-19.6658398 ; 37.1813359  ; 6.5310514   ; 3.4558164
-19.8564159 ; 37.1207997  ; 6.5570092   ; 3.4425401
-20.0477640 ; 37.0627816  ; 6.5828958   ; 3.4294723
-20.2398618 ; 37.0072453  ; 6.6087191   ; 3.4166097
-20.4326429 ; 36.9541672  ; 6.6344898   ; 3.4039520
-20.6260791 ; 36.9035129  ; 6.6602166   ; 3.3914965
-20.8201271 ; 36.8552521  ; 6.6859086   ; 3.3792421
-21.0147406 ; 36.8093549  ; 6.7115762   ; 3.3671876
-21.2098994 ; 36.7657853  ; 6.7372268   ; 3.3553308
-21.4055494 ; 36.7245150  ; 6.7628718   ; 3.3436714
-21.6016666 ; 36.6855087  ; 6.7885187   ; 3.3322075
-21.7982149 ; 36.6487340  ; 6.8141766   ; 3.3209383
-21.9951570 ; 36.6141583  ; 6.8398551   ; 3.3098629
-22.1924741 ; 36.5817456  ; 6.8655611   ; 3.2989798
-22.3901243 ; 36.5514640  ; 6.8913055   ; 3.2882888
-22.5880862 ; 36.5232781  ; 6.9170953   ; 3.2777884
-22.7863310 ; 36.4971534  ; 6.9429387   ; 3.2674781
-22.9848296 ; 36.4730556  ; 6.9688446   ; 3.2573571
-23.1835637 ; 36.4509489  ; 6.9948192   ; 3.2474244
-23.3825033 ; 36.4307987  ; 7.0208711   ; 3.2376794
-23.5816287 ; 36.4125694  ; 7.0470072   ; 3.2281213
-23.7809181 ; 36.3962256  ; 7.0732330   ; 3.2187492
-23.9803500 ; 36.3817319  ; 7.0995554   ; 3.2095625
-24.1799057 ; 36.3690524  ; 7.1259803   ; 3.2005600
-24.3795670 ; 36.3581515  ; 7.1525111   ; 3.1917410
-24.5793148 ; 36.3489936  ; 7.1791549   ; 3.1831047
-24.7791342 ; 36.3415431  ; 7.2059118   ; 3.1746494
-24.9790103 ; 36.3357642  ; 7.2327857   ; 3.1663746
-25.1789237 ; 36.3316215  ; 7.2597817   ; 3.1582787
-25.3788676 ; 36.3290797  ; 7.2868956   ; 3.1503605
-25.5788223 ; 36.3281034  ; 7.3141351   ; 3.1426193
-25.7787795 ; 36.3286574  ; 7.3414979   ; 3.1350531
-25.9787304 ; 36.3307070  ; 7.3689866   ; 3.1276614
-26.1786543 ; 36.3342170  ; 7.3966067   ; 3.1204429
-26.3785547 ; 36.3391530  ; 7.4243539   ; 3.1133961
-26.5784113 ; 36.3454803  ; 7.4522362   ; 3.1065208
-26.7782215 ; 36.3531645  ; 7.4802529   ; 3.0998152
-26.9779813 ; 36.3621717  ; 7.5084077   ; 3.0932787
-27.1776696 ; 36.3724671  ; 7.5367065   ; 3.0869107
-27.3772982 ; 36.3840178  ; 7.5651474   ; 3.0807096
-27.5768462 ; 36.3967891  ; 7.5937384   ; 3.0746751
-27.7763164 ; 36.4107482  ; 7.6224703   ; 3.0688041
-27.9757080 ; 36.4258622  ; 7.6513432   ; 3.0630961
-28.1750008 ; 36.4420972  ; 7.6803592   ; 3.0575484
-28.3742120 ; 36.4594227  ; 7.7094970   ; 3.0521585
-28.5733215 ; 36.4778054  ; 7.7387656   ; 3.0469266
-28.7723355 ; 36.4972140  ; 7.7681693   ; 3.0418515
-28.9712559 ; 36.5176175  ; 7.7977146   ; 3.0369330
-29.1700643 ; 36.5389823  ; 7.8274097   ; 3.0321711
-29.3687807 ; 36.5612793  ; 7.8572611   ; 3.0275650
-29.5673873 ; 36.5844750  ; 7.8872773   ; 3.0231149
-29.7658924 ; 36.6085391  ; 7.9174660   ; 3.0188205
-29.9642995 ; 36.6334407  ; 7.9478354   ; 3.0146816
-30.1625942 ; 36.6591465  ; 7.9783937   ; 3.0106984
-30.3607960 ; 36.6856278  ; 8.0000000   ; 3.0068704
-30.5588910 ; 36.7128514  ; 8.0000000   ; 3.0031979
-30.7568886 ; 36.7407872  ; 8.0000000   ; 2.9996807
-30.9547934 ; 36.7694044  ; 8.0000000   ; 2.9963187
-31.1525949 ; 36.7986703  ; 8.0000000   ; 2.9931122
-31.3503115 ; 36.8285561  ; 8.0000000   ; 2.9900609
-31.5479332 ; 36.8590289  ; 8.0000000   ; 2.9871650
-31.7454697 ; 36.8900587  ; 8.0000000   ; 2.9844245
-31.9429263 ; 36.9216150  ; 8.0000000   ; 2.9818394
-32.1402968 ; 36.9536653  ; 8.0000000   ; 2.9794098
-32.3375974 ; 36.9861806  ; 8.0000000   ; 2.9771357
-32.5348220 ; 37.0191285  ; 8.0000000   ; 2.9750171
-32.7319801 ; 37.0524790  ; 8.0000000   ; 2.9730545
-32.9290774 ; 37.0862014  ; 8.0000000   ; 2.9712490
-33.1261113 ; 37.1202602  ; 8.0000000   ; 2.9696400
-33.3230996 ; 37.1546157  ; 8.0000000   ; 2.9682463
-33.5200383 ; 37.1892214  ; 8.0000000   ; 2.9671167
-33.7169472 ; 37.2240109  ; 8.0000000   ; 2.9663903
-33.9138419 ; 37.2589035  ; 8.0000000   ; 2.9660762
-34.1107244 ; 37.2938144  ; 8.0000000   ; 2.9661937
-34.3076285 ; 37.3286606  ; 8.0000000   ; 2.9667520
-34.5045521 ; 37.3633521  ; 8.0000000   ; 2.9677496
-34.7015205 ; 37.3978048  ; 8.0000000   ; 2.9691824
-34.8985501 ; 37.4319331  ; 8.0000000   ; 2.9710501
-35.0956411 ; 37.4656490  ; 8.0000000   ; 2.9733518
-35.2928256 ; 37.4988701  ; 8.0000000   ; 2.9760871
-35.4901005 ; 37.5315077  ; 8.0000000   ; 2.9792558
-35.6874870 ; 37.5634777  ; 8.0000000   ; 2.9828574
-35.8849983 ; 37.5946945  ; 8.0000000   ; 2.9868921
-36.0826323 ; 37.6250701  ; 8.0000000   ; 2.9913592
-36.2804143 ; 37.6545210  ; 8.0000000   ; 2.9962590
-36.4783388 ; 37.6829588  ; 8.0000000   ; 3.0015910
-36.6764197 ; 37.7102984  ; 8.0000000   ; 3.0073553
-36.8746638 ; 37.7364532  ; 8.0000000   ; 3.0135519
-37.0730656 ; 37.7613356  ; 8.0000000   ; 3.0201802
-37.2716383 ; 37.7848600  ; 8.0000000   ; 3.0272410
-37.4703736 ; 37.8069385  ; 8.0000000   ; 3.0347338
-37.6692739 ; 37.8274844  ; 8.0000000   ; 3.0426588
-37.8683368 ; 37.8464105  ; 8.0000000   ; 3.0510164
-38.0675517 ; 37.8636290  ; 8.0000000   ; 3.0598065
-38.2669154 ; 37.8790526  ; 8.0000000   ; 3.0690298
-38.4664155 ; 37.8925936  ; 8.0000000   ; 3.0786866
-38.6660391 ; 37.9041641  ; 8.0000000   ; 3.0887770
-38.8657712 ; 37.9136764  ; 8.0000000   ; 3.0993022
-39.0655956 ; 37.9210426  ; 8.0000000   ; 3.1102624
-39.2654864 ; 37.9261746  ; 8.0000000   ; 3.1216586
-39.4654275 ; 37.9289847  ; 8.0000000   ; 3.1334923
-39.6653856 ; 37.9293848  ; 8.0000000   ; 3.1457639
-39.8653302 ; 37.9272873  ; 8.0000000   ; 3.1584756
-40.0652387 ; 37.9226040  ; 8.0000000   ; 3.1716288
-40.2650564 ; 37.9152480  ; 8.0000000   ; 3.1852248
-40.4647633 ; 37.9051309  ; 8.0000000   ; 3.1992671
-40.6643009 ; 37.8921664  ; 8.0000000   ; 3.2137564
-40.8636199 ; 37.8762678  ; 8.0000000   ; 3.2286961
-41.0626898 ; 37.8573468  ; 8.0000000   ; 3.2440897
-41.2614217 ; 37.8353206  ; 8.0000000   ; 3.2599385
-41.4597901 ; 37.8100998  ; 8.0000000   ; 3.2762488
-41.6577070 ; 37.7816024  ; 8.0000000   ; 3.2930219
-41.8551009 ; 37.7497450  ; 8.0000000   ; 3.3102630
-42.0519304 ; 37.7144384  ; 8.0000000   ; 3.3279784
-42.2480679 ; 37.6756095  ; 8.0000000   ; 3.3461695
-42.4434793 ; 37.6331667  ; 8.0000000   ; 3.3648466
-42.6380428 ; 37.5870368  ; 8.0000000   ; 3.3840121
-42.8316613 ; 37.5371422  ; 8.0000000   ; 3.4036733
-43.0242770 ; 37.4833940  ; 8.0000000   ; 3.4238403
-43.2157216 ; 37.4257340  ; 8.0000000   ; 3.4445156
-43.4059459 ; 37.3640695  ; 8.0000000   ; 3.4657141
-43.5947907 ; 37.2983413  ; 8.0000000   ; 3.4874399
-43.7821295 ; 37.2284815  ; 8.0000000   ; 3.5097038
-43.9678793 ; 37.1544041  ; 8.0000000   ; 3.5325207
-44.1518308 ; 37.0760733  ; 8.0000000   ; 3.5558948
-44.3339100 ; 36.9933973  ; 8.0000000   ; 3.5798472
-44.5139172 ; 36.9063386  ; 8.0000000   ; 3.6043856
-44.6916922 ; 36.8148437  ; 7.9793163   ; 3.6295255
-44.8671139 ; 36.7188367  ; 7.9410430   ; 3.6552890
-45.0399348 ; 36.6183102  ; 7.9029532   ; 3.6816848
-45.2100394 ; 36.5131819  ; 7.8650461   ; 3.7087420
-45.3771866 ; 36.4034430  ; 7.8273208   ; 3.7364774
-45.5411746 ; 36.2890621  ; 7.7897765   ; 3.7649130
-45.7018264 ; 36.1699867  ; 7.7524123   ; 3.7940914
-45.8588590 ; 36.0462388  ; 7.7152273   ; 3.8240345
-46.0120911 ; 35.9177619  ; 7.6782207   ; 3.8547876
-46.1612314 ; 35.7845815  ; 7.6413915   ; 3.8863990
-46.3060201 ; 35.6466958  ; 7.6047390   ; 3.9189015
-46.4462054 ; 35.5040945  ; 7.5682624   ; 3.9523222
-46.5814520 ; 35.3568538  ; 7.5319607   ; 3.9866885
-46.7115045 ; 35.2049801  ; 7.4958331   ; 4.0218714
-46.8360927 ; 35.0485982  ; 7.4598788   ; 4.0575491
-46.9549769 ; 34.8878515  ; 7.4372437   ; 4.0936780
-47.0679939 ; 34.7229313  ; 7.4015704   ; 4.1294344
-47.1751189 ; 34.5540699  ; 7.3660682   ; 4.1645910
-47.2762711 ; 34.3816272  ; 7.3307364   ; 4.1990469
-47.3715167 ; 34.2058129  ; 7.2955740   ; 4.2326278
-47.4608852 ; 34.0269310  ; 7.2605802   ; 4.2653647
-47.5444125 ; 33.8452852  ; 7.2257543   ; 4.2972713
-47.6221964 ; 33.6610496  ; 7.1910955   ; 4.3283861
-47.6942629 ; 33.4745656  ; 7.1566029   ; 4.3587263
-47.7607199 ; 33.2859740  ; 7.1222757   ; 4.3883343
-47.8216342 ; 33.0955145  ; 7.0881132   ; 4.4172335
-47.8770787 ; 32.9034209  ; 7.0541146   ; 4.4454391
-47.9271601 ; 32.7098111  ; 7.0202790   ; 4.4729820
-47.9719428 ; 32.5149619  ; 6.9866057   ; 4.4998703
-48.0115386 ; 32.3189618  ; 6.9530940   ; 4.5261313
-48.0460352 ; 32.1219974  ; 6.9197430   ; 4.5517808
-48.0755251 ; 31.9242445  ; 6.8865519   ; 4.5768303
-48.1001152 ; 31.7257824  ; 6.8535201   ; 4.6013024
-48.1198941 ; 31.5268297  ; 6.8206467   ; 4.6252025
-48.1349701 ; 31.3274385  ; 6.7879310   ; 4.6485514
-48.1454411 ; 31.1277511  ; 6.7553722   ; 4.6713599
-48.1514078 ; 30.9278970  ; 6.7229695   ; 4.6936380
-48.1529728 ; 30.7279259  ; 6.6907223   ; 4.7154023
-48.1502373 ; 30.5280074  ; 6.6583189   ; 4.7366571
-48.1433021 ; 30.3281672  ; 6.6264728   ; 4.7574187
-48.1322682 ; 30.1285104  ; 6.5998794   ; 4.7776950
-48.1172375 ; 29.9291302  ; 6.5781168   ; 4.7974946
-48.0983059 ; 29.7300536  ; 6.5608088   ; 4.8168301
-48.0755785 ; 29.5314086  ; 6.5476088   ; 4.8357052
-48.0491479 ; 29.3332025  ; 6.5381837   ; 4.8541332
-48.0191130 ; 29.1355097  ; 6.5322487   ; 4.8721199
-47.9855723 ; 28.9383943  ; 6.5295268   ; 4.8896732
-47.9486144 ; 28.7418672  ; 6.5297693   ; 4.9068026
-47.9083424 ; 28.5460198  ; 6.5327575   ; 4.9235116
-47.8648405 ; 28.3508488  ; 6.5382688   ; 4.9398109
-47.8182026 ; 28.1564022  ; 6.5461245   ; 4.9557048
-47.7685213 ; 27.9627209  ; 6.5561468   ; 4.9712005
-47.7158785 ; 27.7698067  ; 6.5681743   ; 4.9863048
-47.6603701 ; 27.5777154  ; 6.5820730   ; 5.0010206
-47.6020751 ; 27.3864419  ; 6.5977092   ; 5.0153544
-47.5410801 ; 27.1960109  ; 6.6149750   ; 5.0293094
-47.4774713 ; 27.0064428  ; 6.6337737   ; 5.0428872
-47.4113275 ; 26.8177367  ; 6.6540251   ; 5.0560914
-47.3427347 ; 26.6299131  ; 6.6756483   ; 5.0689232
-47.2717715 ; 26.4429701  ; 6.6985853   ; 5.0813841
-47.1985183 ; 26.2569111  ; 6.7227743   ; 5.0934763
-47.1230551 ; 26.0717385  ; 6.7481609   ; 5.1052004
-47.0454608 ; 25.8874510  ; 6.7747039   ; 5.1165576
-46.9658099 ; 25.7040372  ; 6.8023562   ; 5.1275497
-46.8841829 ; 25.5214991  ; 6.8310897   ; 5.1381763
-46.8006536 ; 25.3398229  ; 6.8608710   ; 5.1484389
-46.7152955 ; 25.1589945  ; 6.8916719   ; 5.1583378
-46.6281889 ; 24.9790134  ; 6.9234741   ; 5.1678730
-46.5393961 ; 24.7998418  ; 6.9562538   ; 5.1770461
-46.4490002 ; 24.6214844  ; 6.9900036   ; 5.1858553
-46.3570689 ; 24.4439135  ; 7.0247097   ; 5.1943019
-46.2636695 ; 24.2671019  ; 7.0603589   ; 5.2023867
-46.1688830 ; 24.0910478  ; 7.0969430   ; 5.2101091
-46.0727620 ; 23.9156961  ; 7.1344546   ; 5.2174685
-45.9753911 ; 23.7410491  ; 7.1729276   ; 5.2244603
-45.8768349 ; 23.5670719  ; 7.2123648   ; 5.2310869
-45.7771541 ; 23.3937271  ; 7.2526928   ; 5.2373680
-45.6764207 ; 23.2210027  ; 7.2938021   ; 5.2433075
-45.5746808 ; 23.0488637  ; 7.3357062   ; 5.2490904
-45.4719355 ; 22.8773216  ; 7.3753521   ; 5.2550051
-45.3681652 ; 22.7063970  ; 7.4124195   ; 5.2610752
-45.2633314 ; 22.5361232  ; 7.4462268   ; 5.2675070
-45.1573681 ; 22.3665472  ; 7.4756031   ; 5.2743549
-45.0502113 ; 22.1977235  ; 7.5007014   ; 5.2816178
-44.9417972 ; 22.0297060  ; 7.5217012   ; 5.2892932
-44.8320620 ; 21.8625481  ; 7.5387506   ; 5.2973822
-44.7209432 ; 21.6963054  ; 7.5519866   ; 5.3058867
-44.6083824 ; 21.5310404  ; 7.5615378   ; 5.3148079
-44.4943143 ; 21.3668053  ; 7.5675415   ; 5.3241458
-44.3786859 ; 21.2036697  ; 7.5701510   ; 5.3338993
-44.2614380 ; 21.0416939  ; 7.5694982   ; 5.3440696
-44.1425135 ; 20.8809411  ; 7.5657196   ; 5.3546563
-44.0218654 ; 20.7214877  ; 7.5589496   ; 5.3656601
-43.8994304 ; 20.5633886  ; 7.5493109   ; 5.3770823
-43.7751693 ; 20.4067300  ; 7.5369400   ; 5.3889227
-43.6490294 ; 20.2515800  ; 7.5219540   ; 5.4011832
-43.5209608 ; 20.0980105  ; 7.5044787   ; 5.4138641
-43.3909318 ; 19.9461148  ; 7.4846372   ; 5.4269662
-43.2588804 ; 19.7959506  ; 7.4625380   ; 5.4404927
-43.1247863 ; 19.6476232  ; 7.4383090   ; 5.4544429
-42.9886048 ; 19.5012098  ; 7.4120516   ; 5.4688204
-42.8502952 ; 19.3567925  ; 7.3838784   ; 5.4836265
-42.7098458 ; 19.2144830  ; 7.3507667   ; 5.4988624
-42.5671960 ; 19.0743429  ; 7.3129503   ; 5.5145337
-42.4223495 ; 18.9364981  ; 7.2768288   ; 5.5306394
-42.2752720 ; 18.8010363  ; 7.2419250   ; 5.5471851
-42.1259348 ; 18.6680511  ; 7.2071885   ; 5.5641732
-41.9743515 ; 18.5376730  ; 7.1726187   ; 5.5816056
-41.8204632 ; 18.4099700  ; 7.1382148   ; 5.5994905
-41.6643046 ; 18.2850881  ; 7.1039758   ; 5.6178263
-41.5058546 ; 18.1631267  ; 7.0699011   ; 5.6366213
-41.3451005 ; 18.0441929  ; 7.0359898   ; 5.6558812
-41.1820854 ; 17.9284341  ; 7.0022412   ; 5.6756091
-41.0167571 ; 17.8159300  ; 6.9686544   ; 5.6958199
-40.8491844 ; 17.7068449  ; 6.9352288   ; 5.7165166
-40.6793633 ; 17.6012929  ; 6.9019634   ; 5.7377112
-40.5073034 ; 17.4993991  ; 6.8688577   ; 5.7594172
-40.3330780 ; 17.4013260  ; 6.8359107   ; 5.7816408
-40.1566520 ; 17.3071753  ; 6.8031218   ; 5.8044039
-39.9781287 ; 17.2171257  ; 6.7704901   ; 5.8277152
-39.7975297 ; 17.1313121  ; 6.7380150   ; 5.8515912
-39.6148958 ; 17.0498816  ; 6.7056956   ; 5.8760546
-39.4303326 ; 16.9730107  ; 6.6735312   ; 5.9011168
-39.2438392 ; 16.9008321  ; 6.6415212   ; 5.9268088
-39.0555563 ; 16.8335378  ; 6.6096646   ; 5.9531496
-38.8655435 ; 16.7712886  ; 6.5779609   ; 5.9801622
-38.6738871 ; 16.7142578  ; 6.5464092   ; 6.0078800
-38.4807332 ; 16.6626377  ; 6.5150089   ; 6.0363223
-38.2861312 ; 16.6165956  ; 6.4837592   ; 6.0655315
-38.0902798 ; 16.5763402  ; 6.4526594   ; 6.0955413
-37.8932872 ; 16.5420597  ; 6.4217088   ; 6.1263764
-37.6953095 ; 16.5139459  ; 6.3909066   ; 6.1580025
-37.4965768 ; 16.4921906  ; 6.3602521   ; 6.1904343
-37.2971964 ; 16.4769476  ; 6.3297447   ; 6.2233423
-37.0974409 ; 16.4682815  ; 6.2993836   ; 6.2563312
-36.8975170 ; 16.4662154  ; 6.2691682   ; 0.0061321
-36.6976230 ; 16.4706856  ; 6.2390977   ; 0.0384582
-36.4979503 ; 16.4815402  ; 6.2091714   ; 0.0700361
-36.2987509 ; 16.4986079  ; 6.1793887   ; 0.1007429
-36.1001273 ; 16.5216893  ; 6.1497488   ; 0.1304713
-35.9022729 ; 16.5505680  ; 6.1202511   ; 0.1592435
-35.7053210 ; 16.5850332  ; 6.0908949   ; 0.1870797
-35.5093556 ; 16.6248832  ; 6.0613965   ; 0.2140034
-35.3145604 ; 16.6698957  ; 6.0355414   ; 0.2400295
-35.1209457 ; 16.7198868  ; 6.0169631   ; 0.2651878
-34.9286386 ; 16.7746466  ; 6.0049843   ; 0.2894903
-34.7376988 ; 16.8339816  ; 5.9989680   ; 0.3129549
-34.5481459 ; 16.8977128  ; 5.9983818   ; 0.3355987
-34.3601051 ; 16.9656252  ; 6.0027382   ; 0.3574283
-34.1735267 ; 17.0375659  ; 6.0115874   ; 0.3784654
-33.9884868 ; 17.1133368  ; 6.0245633   ; 0.3987158
-33.8049918 ; 17.1927664  ; 6.0413137   ; 0.4181928
-33.6230171 ; 17.2756988  ; 6.0615508   ; 0.4369077
-33.4426390 ; 17.3619317  ; 6.0850169   ; 0.4548632
-33.2637708 ; 17.4513397  ; 6.1114758   ; 0.4720743
-33.0864470 ; 17.5437399  ; 6.1407418   ; 0.4885436
-32.9106363 ; 17.6389819  ; 6.1726342   ; 0.5042794
-32.7362854 ; 17.7369294  ; 6.2070110   ; 0.5192892
-32.5634256 ; 17.8373978  ; 6.2437479   ; 0.5335735
-32.3919537 ; 17.9402805  ; 6.2827335   ; 0.5471420
-32.2218667 ; 18.0454126  ; 6.3238851   ; 0.5599951
-32.0531085 ; 18.1526609  ; 6.3671353   ; 0.5721354
-31.8856079 ; 18.2619024  ; 6.4124358   ; 0.5835667
-31.7193540 ; 18.3729746  ; 6.4597413   ; 0.5942873
-31.5542417 ; 18.4857773  ; 6.5090338   ; 0.6043009
-31.3902334 ; 18.6001651  ; 6.5602911   ; 0.6136077
-31.2272574 ; 18.7160156  ; 6.6135040   ; 0.6222084
-31.0652320 ; 18.8332140  ; 6.6686742   ; 0.6301045
-30.9041094 ; 18.9516210  ; 6.7258045   ; 0.6372956
-30.7437915 ; 19.0711338  ; 6.7849135   ; 0.6437829
